seed,method,success,t_goal,min_clearance,viols,max_penetration,path_len
23,vanilla,1,186,0.12048184871673584,0,0.0,15.416853904724121
23,adaptive,1,236,0.07594168186187744,0,0.0,15.841300964355469
24,vanilla,1,238,0.2088620662689209,0,0.0,16.53242301940918
24,adaptive,1,245,0.2312389612197876,0,0.0,16.28728485107422
25,vanilla,1,239,0.048760056495666504,0,0.0,17.216136932373047
25,adaptive,1,239,0.22332632541656494,0,0.0,15.838092803955078
26,vanilla,0,236,-0.03269171714782715,9,0.03269171714782715,16.000446319580078
26,adaptive,0,262,-0.00586855411529541,3,0.00586855411529541,17.661909103393555
27,vanilla,1,232,0.03917431831359863,0,0.0,16.352352142333984
27,adaptive,1,244,0.06904971599578857,0,0.0,17.319499969482422
28,vanilla,0,191,-0.05622422695159912,11,0.05622422695159912,16.988922119140625
28,adaptive,1,239,0.17646336555480957,0,0.0,16.10601806640625
29,vanilla,1,244,0.018361449241638184,0,0.0,16.799571990966797
29,adaptive,1,228,0.16895103454589844,0,0.0,16.025585174560547
30,vanilla,0,234,-0.06493163108825684,11,0.06493163108825684,16.170135498046875
30,adaptive,1,277,0.02780735492706299,0,0.0,17.47515106201172
31,vanilla,0,239,-0.09493780136108398,13,0.09493780136108398,16.982666015625
31,adaptive,1,232,0.17657530307769775,0,0.0,16.11713409423828
32,vanilla,0,223,-0.010735750198364258,4,0.010735750198364258,16.101837158203125
32,adaptive,1,200,0.32720744609832764,0,0.0,15.070025444030762
33,vanilla,1,197,0.15232443809509277,0,0.0,16.279191970825195
33,adaptive,1,247,0.08744359016418457,0,0.0,17.460041046142578
34,vanilla,0,191,-0.04398751258850098,11,0.04398751258850098,15.755382537841797
34,adaptive,1,204,0.1924382448196411,0,0.0,16.201831817626953
35,vanilla,1,212,0.10435736179351807,0,0.0,15.983524322509766
35,adaptive,1,243,0.20404410362243652,0,0.0,16.108251571655273
36,vanilla,1,232,0.07153904438018799,0,0.0,15.97208023071289
36,adaptive,1,236,0.13142061233520508,0,0.0,16.48528289794922
37,vanilla,0,186,-0.07488250732421875,12,0.07488250732421875,16.148900985717773
37,adaptive,1,231,0.1270824670791626,0,0.0,16.29730987548828
38,vanilla,1,188,0.012406229972839355,0,0.0,16.139982223510742
38,adaptive,1,237,0.08133327960968018,0,0.0,17.200679779052734
39,vanilla,1,230,0.11512601375579834,0,0.0,15.925403594970703
39,adaptive,1,194,0.21296977996826172,0,0.0,15.647550582885742
40,vanilla,1,238,0.2341935634613037,0,0.0,15.530851364135742
40,adaptive,1,235,0.12112319469451904,0,0.0,17.085769653320312
41,vanilla,1,189,0.1921137571334839,0,0.0,15.889399528503418
41,adaptive,1,239,0.20702660083770752,0,0.0,16.211158752441406
42,vanilla,1,186,0.187705397605896,0,0.0,14.620129585266113
42,adaptive,1,231,0.2376542091369629,0,0.0,15.80535888671875
43,vanilla,1,237,0.042119503021240234,0,0.0,16.109546661376953
43,adaptive,1,236,0.026668190956115723,0,0.0,16.941627502441406
44,vanilla,0,236,-0.14887070655822754,18,0.14887070655822754,16.590621948242188
44,adaptive,1,234,0.1163330078125,0,0.0,16.54277801513672
45,vanilla,1,232,0.12437427043914795,0,0.0,15.536975860595703
45,adaptive,1,241,0.11225771903991699,0,0.0,16.790626525878906
46,vanilla,0,237,-0.017810702323913574,7,0.017810702323913574,16.42378807067871
46,adaptive,1,232,0.09381747245788574,0,0.0,16.54156494140625
47,vanilla,1,192,0.07042443752288818,0,0.0,15.584940910339355
47,adaptive,1,234,0.23535585403442383,0,0.0,15.332548141479492
48,vanilla,1,241,0.061347007751464844,0,0.0,16.482131958007812
48,adaptive,1,230,0.2668837308883667,0,0.0,15.485936164855957
49,vanilla,1,232,0.16671061515808105,0,0.0,16.26161003112793
49,adaptive,1,247,0.08566689491271973,0,0.0,17.05117416381836
