seed,method,success,t_goal,min_clearance,viols,max_penetration,path_len
43,adaptive,0,281,-0.1834115982055664,16,0.1834115982055664,19.53459930419922
44,vanilla,0,232,-0.007317066192626953,4,0.007317066192626953,15.891416549682617
44,adaptive,1,246,0.19083750247955322,0,0.0,16.399978637695312
45,vanilla,1,232,0.10894942283630371,0,0.0,15.789241790771484
45,adaptive,1,233,0.13863253593444824,0,0.0,16.103408813476562
46,vanilla,1,243,0.06527960300445557,0,0.0,17.054780960083008
46,adaptive,1,234,0.06343233585357666,0,0.0,16.381420135498047
47,vanilla,1,188,0.1350787878036499,0,0.0,15.632152557373047
47,adaptive,1,233,0.12133705615997314,0,0.0,16.627107620239258
48,vanilla,1,236,0.023620009422302246,0,0.0,16.370811462402344
48,adaptive,1,230,0.09778296947479248,0,0.0,16.19321632385254
49,vanilla,1,225,0.11517214775085449,0,0.0,15.644959449768066
49,adaptive,1,251,0.12096381187438965,0,0.0,17.250675201416016
